FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,building,building:levels,name,roof:shape,type,website,wikidata,osm_id,osm_type,editlink,tutoriallink,email,fax,phone,site,wheelchair,contact:website,isced:level,ref,school:de,source,source:position,addr:suburb,operator,contact:email,contact:facebook,contact:fax,contact:phone,toilets:wheelchair,note,old_name,old_website,operator:type,short_name,wikipedia,addr:place,religion,grades,landuse,alt_name,url,barrier,denomination,name:etymology:wikidata,building:roof,wikimedia_commons,leisure,sport,source:geometry,created_by,check_date,loc_name,fixme,name:etymology:wikipedia,start_date,postal_code,opening_hours,wheelchair:description,building:roof:colour,roof:levels,source:housenumber,description,heritage:website,historic,removed:phone,addr:housename,school,building:first_floor_high,building:waterproof_bulk,source:addr,height,source:address,building:colour,name:en,gesamtschule,surface,construction,fee,operator:website,contact:instagram,internet_access,roof:colour,school:gender,designation,orientierungsstufe,wikipedia:de,building:energy_standard,comment,min_age,polling_station,shelter,access,access:conditional,layer,ele,building:part,name:de,name:lt,level,last_check,office,tennant,sub_ref
OSM_MRN_amenity_school_4326_Point.760,POINT (8.426482499999999 49.459299625),,,,,,school,,,Schillerschule Mundenheim,,,https://www.ludwigshafen.de/lebenswert/bildung/schulen,,1110462915,way,https://www.openstreetmap.org/way/1110462915,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.761,POINT (8.37138933846154 49.38816843846154),Schifferstadt,,11,67105,Rehbachstraße,school,,,Grundschule Nord Schifferstadt,,,http://www.gs-nord-schifferstadt.de/,,1116293698,way,https://www.openstreetmap.org/way/1116293698,https://learnosm.org/de/beginner/,,,+496235497990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.762,POINT (8.675392075 49.39415275),,,,,,school,,,Internationale DAI Schule,,,https://dai-heidelberg.de/de/unsere-angebote/internationale-schule/,,1129475554,way,https://www.openstreetmap.org/way/1129475554,https://learnosm.org/de/beginner/,,,,,,,,,,,,,Freundeskreis des DAI Heidelberg e. V.,,,,,,,,,private,,,,,1-10,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.763,POINT (8.686008758333333 49.41790761666666),,,,,,school,,,Mönchhof-Grundschule / Johannes-Kepler-Realschule,,,,,1135937344,way,https://www.openstreetmap.org/way/1135937344,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.764,POINT (8.804056406896551 49.38173759655172),Neckargemünd,DE,33,69151,Im Spitzerfeld,school,school,,Erich-Kästner Schule,flat,,http://www.erich-kaestner-schule-neckargemuend.de,,1136310864,way,https://www.openstreetmap.org/way/1136310864,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.765,POINT (8.096124775 49.378659825),Lindenberg,DE,49,,Hauptstraße,school,,,Grundschule Lindenberg,,,,,1139139625,way,https://www.openstreetmap.org/way/1139139625,https://learnosm.org/de/beginner/,,,,,,http://gslindenberg.de/,,,,,,,,info@gslindenberg.de,,,+49 6325 7672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.766,POINT (8.19764374 49.33016894),Neustadt an der Weinstraße,,4,67435,Pestalozzistraße,school,,,August-Becker-Schule,,,http://www.gs-august-becker.de/,,1139147009,way,https://www.openstreetmap.org/way/1139147009,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,gs-august-becker@schulen.neustadt.eu,,+49 6327 5383,+49 6327 3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.767,POINT (8.7149654 49.5608973),Birkenau,DE,17,69488,Bergstraße,school,,,Langenbergschule,,,https://www.langenbergschule-birkenau.de/,,1140379378,way,https://www.openstreetmap.org/way/1140379378,https://learnosm.org/de/beginner/,,,,,,,2A,4187,Hauptschule;Realschule,bs-hessen,bs-hessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.768,POINT (8.782692399999998 49.646409028571426),Fürth,DE,10,64658,Schulstraße,school,,,Heinrich-Böll-Schule,,,http://www.hbs.weschnitztal.de,,1141757037,way,https://www.openstreetmap.org/way/1141757037,https://learnosm.org/de/beginner/,,,,,,,2A,6018,Gesamtschule,bs-hessen,osm,,,heinrich-boell-schule@kreis-bergstrasse.de,,+49-6253-932391,+49-6253-932146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.769,POINT (8.73576745 49.603827200000005),Mörlenbach,DE,17,69509,Schulstraße,school,,,Weschnitztalschule,,,https://www.weschnitztalschule.de/,,1141761245,way,https://www.openstreetmap.org/way/1141761245,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,+49-6209-3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.770,POINT (8.6385927 49.6381777),Heppenheim,,12,64646,Nibelungenstraße,school,,,Nibelungenschule,,,https://www.nibelungenschule.de/,Q116510630,1141762702,way,https://www.openstreetmap.org/way/1141762702,https://learnosm.org/de/beginner/,,,,,,,1,3390,Grundschule,bs-hessen,osm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.771,POINT (8.186259162499999 49.407874812500005),Deidesheim,DE,8,67146,Heumarktstraße,school,,,Grundschule Deidesheim,,,https://grundschule-deidesheim.de/,,1142035682,way,https://www.openstreetmap.org/way/1142035682,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,+49 6326 8288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.772,POINT (8.112990057142856 49.245731357142866),Roschbach,,16,76835,Schulstraße,school,,,Grundschule Roschbach,,,,,1142036853,way,https://www.openstreetmap.org/way/1142036853,https://learnosm.org/de/beginner/,,,+4963232240,,,,,16834,Grundschule,,,,Verbandsgemeinde Edenkoben,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.773,POINT (8.13583565 49.2043652),,,,,,school,,,Schulverkehrsgarten,,,,,1142069068,way,https://www.openstreetmap.org/way/1142069068,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.774,POINT (8.13693834 49.20524598),Landau in der Pfalz,,100,76829,Helmbachstraße,school,,,Grundschule Horstring,,,,,1142069070,way,https://www.openstreetmap.org/way/1142069070,https://learnosm.org/de/beginner/,,,,,,https://www.horstringschule.de/,1,,,,,,,horstringschule@landau.de,,+49 6341 134419,+49 6341 134411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.775,POINT (8.242511977777776 49.109023022222225),Hatzenbühl,DE,16,76770,Feigenberg,school,,,Grundschule St. Wendelinus,,,,,1142099073,way,https://www.openstreetmap.org/way/1142099073,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.776,POINT (7.9350698 49.1601105125),Gossersweiler-Stein,DE,2,76857,Kastanienweg,school,,,Grundschule Gossersweiler-Stein,,,,,1142101311,way,https://www.openstreetmap.org/way/1142101311,https://learnosm.org/de/beginner/,,,,,,,,25768,Grundschule,,,,Verbandsgemeinde Annweiler am Trifels,gs-gossersweiler@annweiler.rlp.de,,,+49 6346 5401,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.777,POINT (8.464579414285714 49.49858390000001),Mannheim,DE,1-7,68169,Diesterwegstraße,school,,,Marie-Curie-Realschule,,,https://www.mcr-mannheim.de/,,1142118338,way,https://www.openstreetmap.org/way/1142118338,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.778,POINT (8.5890778 49.59915536),,,1,,Lorscher Straße,school,,,Privates Litauisches Gymnasium,,,https://www.gimnazija.de/de/,Q883180,1142125149,way,https://www.openstreetmap.org/way/1142125149,https://learnosm.org/de/beginner/,,,,,,,2A;3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Privates Litauisches Gymnasium,Vasario 16-osios gimnazija,,,,,
OSM_MRN_amenity_school_4326_Point.779,POINT (8.879776999999999 49.259553925000006),,,,,,school,yes,2,Albert-Schweitzer-Schule J-Bau,,,,,1150671543,way,https://www.openstreetmap.org/way/1150671543,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.780,POINT (8.179639466666666 49.53828093333333),,,,,,school,,,Grundschule An der Pforte,,,https://gs-kirchheim.de/,,1154418436,way,https://www.openstreetmap.org/way/1154418436,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.781,POINT (8.66635930952381 49.47613600952381),,,,,,school,,,Oberer Schulhof,,,,,1154771353,way,https://www.openstreetmap.org/way/1154771353,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.782,POINT (8.480475484615386 49.483872446153846),,,,,,school,yes,,Oststadtschule,,,,,1159318292,way,https://www.openstreetmap.org/way/1159318292,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.783,POINT (8.767588533333335 49.60156948333333),Rimbach,DE,1,64668,Schulstraße,school,,,Waldhufenschule,,,,,1160277693,way,https://www.openstreetmap.org/way/1160277693,https://learnosm.org/de/beginner/,,,,,,,1,3357,Grundschule,bs-hessen,osm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.784,POINT (8.475863625 49.495522665625),Mannheim,DE,17,68167,Neckarpromenade,school,school,,Werner-von-Siemens-Schule Mannheim,,,https://www.wvss-mannheim.de/,,1162470024,way,https://www.openstreetmap.org/way/1162470024,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.785,POINT (8.020032650000001 49.1385738625),,,,,,school,,,August-Becker-Schule,,,https://www.august-becker-schule.de/,,1169550702,way,https://www.openstreetmap.org/way/1169550702,https://learnosm.org/de/beginner/,,+49 6349 990340,+49 6349 8818,,,,1,14639,Grundschule,,,,Verbandsgemeinde Bad Bergzabern,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.786,POINT (8.1306236 49.28773475),,,,,,school,,,Schulhof,,,,,1191601563,way,https://www.openstreetmap.org/way/1191601563,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.787,POINT (8.1302697 49.2877279),,,,,,school,,,Schultoiletten,,,,,1191601564,way,https://www.openstreetmap.org/way/1191601564,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.788,POINT (8.736963609090909 49.60172175454545),,,,,,school,,,Seebergschule,,,,,1195006180,way,https://www.openstreetmap.org/way/1195006180,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.789,POINT (8.285901426086957 49.1936419),,,,,,school,,,Schulzentrum,,,,,1203047336,way,https://www.openstreetmap.org/way/1203047336,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.790,POINT (8.156544657142858 49.22071852857143),,,,,,school,,,Grundschule Dammheim,,,,,1204722742,way,https://www.openstreetmap.org/way/1204722742,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.791,POINT (8.54623161111111 49.31538385555555),,,17,,Schubertstraße,school,,,Hartmann-Baumann-Schule,,,https://www.hartmann-baumann-schule.de/,,1215853410,way,https://www.openstreetmap.org/way/1215853410,https://learnosm.org/de/beginner/,,,06205 213300,,,,,,,,,,Stadt Hockenheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.792,POINT (8.610539450000001 49.72142902499999),Zwingenberg,,4,64673,Schulstraße,school,yes,,Melibokusschule,,,,,1225446546,way,https://www.openstreetmap.org/way/1225446546,https://learnosm.org/de/beginner/,,,,,,,,,,,,,Kreis Bergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.793,POINT (8.15492419 49.35706752),,,,,,school,,,Berufsbildende Schule Neustadt,,,https://www.bbs-nw.de/,,1225615238,way,https://www.openstreetmap.org/way/1225615238,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.794,POINT (9.3244209 49.5197827),,,,,,school,,,Sozialpädagogische Schule,,,,,1234808819,node,https://www.openstreetmap.org/node/1234808819,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.795,POINT (8.1639512625 49.572122087500006),,,,,,school,,,Käthe-Kollwitz-Schule,,,,,1237809257,way,https://www.openstreetmap.org/way/1237809257,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.796,POINT (8.525180549019609 49.36705337843137),Ketsch,,8,68775,Schulstraße,school,,,Alte Schule,,,http://www.alte-schule-ketsch.de/,,1249428292,way,https://www.openstreetmap.org/way/1249428292,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.797,POINT (8.8237027 49.573993566666665),Wald-Michelbach,,38,,Ludwigstraße,school,,,Adam-Karrillon-Schule,,,,Q116511743,1253597196,way,https://www.openstreetmap.org/way/1253597196,https://learnosm.org/de/beginner/,,,,,,,1,3354,Grundschule,,bs-hessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.798,POINT (9.3244103 49.5194296),,,,,,school,,,Alois-Wißmann-Schule,,,,,1255783499,node,https://www.openstreetmap.org/node/1255783499,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.799,POINT (8.4070308 49.2921251),,,,,,school,,,Grundschule Berghausen,,,,,1269908233,node,https://www.openstreetmap.org/node/1269908233,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.800,POINT (8.4075995 49.2926639),,,,,,school,,,Realschule plus Berghausen,,,,,1269908234,node,https://www.openstreetmap.org/node/1269908234,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.801,POINT (8.8038322 49.391235),,,,,,school,,,Max-Born-Gymnasium,,,http://www.gymnasium-neckargemuend.de,Q1558189,1333477226,node,https://www.openstreetmap.org/node/1333477226,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,Gymnasium Neckargemünd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.802,POINT (8.5673282 49.6538815),,,,,,school,,,Kreisvolkshochschule Bergstraße,,,,,1368154743,node,https://www.openstreetmap.org/node/1368154743,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.803,POINT (8.3453197 49.3132531),,,,,,school,,,Grundschule,,,,,1383312366,node,https://www.openstreetmap.org/node/1383312366,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.804,POINT (8.507942 49.6102371),,,,,,school,,,Grünes Klassenzimmer,,,,,1383535660,node,https://www.openstreetmap.org/node/1383535660,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.805,POINT (9.1566949 49.3657135),,,,,,school,,,Johannesberg Schule,,,https://www.johannes-diakonie.de/ueber-uns/standorte/bildung-ausbildung/schulen/johannesberg-schule.html,,1413073947,node,https://www.openstreetmap.org/node/1413073947,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.806,POINT (8.1428493 49.3533181),,,,,,school,,,Freie Goetheschule,,,http://www.freie-goetheschule.de/,Q56249676,1501199478,node,https://www.openstreetmap.org/node/1501199478,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.807,POINT (8.9657118 49.2923685),,,34,,Obere Turmstraße,school,,,Adolf-Schmitthenner-Gymnasium,,,,,1568527953,node,https://www.openstreetmap.org/node/1568527953,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.808,POINT (8.4358061 49.3939657),,,,,,school,,,Jugendkunstschule,,,,,1588669153,node,https://www.openstreetmap.org/node/1588669153,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.809,POINT (8.4768027 49.498169),,,,,,school,,,Theaterakademie Mannheim e.V.,,,,,1607801040,node,https://www.openstreetmap.org/node/1607801040,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.810,POINT (8.4826352 49.4808859),,,,,,school,,,Akademie für Kommunikation Mannheim,,,https://www.akademie-bw.de/,,1624859785,node,https://www.openstreetmap.org/node/1624859785,https://learnosm.org/de/beginner/,fb.mannheim@akademie-bw.de,,+49 621 3364400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.811,POINT (8.488841 49.4633401),,,,,,school,,,Carlo Schmid Schule,,,http://www.carlo-schmid-schule.de/bildungsangebot/mit-realschulabschluss/berufskolleg-fremdsprachen/,,1641520942,node,https://www.openstreetmap.org/node/1641520942,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.812,POINT (8.488651 49.4635506),,,,,,school,,,Rockschule melle beats Mannheim,,,https://www.rockschule-mannheim.de/,,1641521051,node,https://www.openstreetmap.org/node/1641521051,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.813,POINT (8.465926 49.4881728),,,,,,school,,,Mannheimer Akademie für Soziale Berufe,,,https://www.mannheimer-akademie.de/,,1643932781,node,https://www.openstreetmap.org/node/1643932781,https://learnosm.org/de/beginner/,info@mannheimer-akademie.de,,+49 621 8337040,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
OSM_MRN_amenity_school_4326_Point.814,POINT (8.8062879 49.3841495),Neckargemünd,,25,69151,Im Spitzerfeld,school,,,SRH Berufsbildungswerk Neckargemünd,,,https://www.bbw-neckargemuend.de/,Q828825,1664403684,node,https://www.openstreetmap.org/node/1664403684,https://learnosm.org/de/beginner/,,,+49 6223 89-2336,,yes,,,,,,,,,,,,,yes,,,,,,https://de.wikipedia.org/wiki/Berufsbildungswerk_Neckargemünd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.815,POINT (8.4737364 49.4800934),,,,,,school,,,BBQ Berufliche Bildung gGmbH,,,http://www.bbq-zukunftskurs.de/mannheim.html,,1671577965,node,https://www.openstreetmap.org/node/1671577965,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.816,POINT (8.4738689 49.4801573),,,,,,school,,,VWA - Verwaltungs- und Wirtschafts-Akademie Rhein-Neckar e.V.,,,https://www.vwa-rhein-neckar.de/,,1671578020,node,https://www.openstreetmap.org/node/1671578020,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.817,POINT (8.4712732 49.4802722),,,,,,school,,,DAA Kaufmännisches Trainingszentrum,,,http://www.daa-job-plus.de/home.html,,1673030361,node,https://www.openstreetmap.org/node/1673030361,https://learnosm.org/de/beginner/,,,+49 621 129420,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
